campus,requirement_key,curriculum,location,location_slug,location_term_id,available,specific_name,english,general,profile_note,note,minimum,grade_12,grade_11,recommended_grade_range,suggested_subjects
vancouver,food-and-resource-economics,countries,Greece,greece,524,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Apolytirio Eniaiou Lykeiou – Απολυτήριο Ενιαίου Λυκείου. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Grenada,grenada,565,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Guatemala,guatemala,694,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Guyana,guyana,566,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Honduras,honduras,671,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution, and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Hong Kong,hong-kong,551,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Hong Kong Diploma of Secondary Education (HKDSE). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable. Standing in four core subjects and two elective subjects. (Category B Applied Learning Subjects are not acceptable).",,,HKDSE Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,India,india,745,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Higher Secondary School Certificate awarded on completion of Standard XII. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Standard 12 Math/Applied Mathematics,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Indonesia,indonesia,744,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Surat Tanda Tamat Belajar Sekolah Menengah Umum Tingkat Atas (STTB SMA) or Certificate of Completion of Upper Secondary School. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Iran,iran,520,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: High School Diploma. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Ireland,ireland,519,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Ardteistiméireacht (Leaving Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Higher Level),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Israel,israel,803,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bagrut Certificate. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Italy,italy,518,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Diploma di Esame di Stato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Jamaica,jamaica,761,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Japan,japan,743,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Kotogakko Sotsugyo Shomeisho (Upper Secondary School Leaving Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Jordan,jordan,742,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: General Secondary Education Certificate (Tawjihi). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Kazakhstan,kazakhstan,741,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Attestat o Srednem Obrazovanii (Certificate of Complete Secondary Education). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Kenya,kenya,740,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Kenya Certificate of Secondary Education. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Kuwait,kuwait,739,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Shahadat Al-Thanawiya-Al-A’ama. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Lebanon,lebanon,512,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Baccalauréat libanais/Lebanese Baccalaureate Certificate of Secondary Education. (Shahaadat Al-Bakaalouriya al Lubnaaniya l’il-ta ‘liim al-Thaanawi). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Lesotho,lesotho,555,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: West African Senior School Certificate,,,Math (A or AS Level),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Liberia,liberia,798,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: West African Senior School Certificate,,,Math (SSC),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Macao,macao,556,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: Certificate of Senior Secondary Education (Form 6/Senior Three) or Ensino Secondário Complementar (Form 6/Senior Three),,,Math (A or AS Level),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Malawi,malawi,801,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Malawi General Certificate of Education/Malawi School Certificate of Education. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Malaysia,malaysia,511,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: STPM – Sijil Tinggi Pelajaran Malaysia (Malaysian Higher School Certificate Examination). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,STPM Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Mauritius,mauritius,557,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: General Certificate of Education O-Level General Certificate of Education A-Level Standing in at least six academic subjects, including English, with at least three academic A-Level subjects",,,Math (A or AS Level),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Mexico,mexico,738,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Mongolia,mongolia,1317,False,,,,,,,,,,
vancouver,food-and-resource-economics,countries,Montserrat,montserrat,568,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: General Certificate of Education O-Level General Certificate of Education A-Level Standing in at least six academic subjects, including English, with at least three academic A-Level subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Morocco,morocco,509,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Baccalauréat. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Namibia,namibia,558,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Namibia Senior Secondary School Certificate (NSSC) with standing in at least six academic subject areas (GCSE, AS Levels, A Levels), including English, with at least three academic A Levels or six AS Levels. A subject may not be counted at both A Level and GCSE.",,,Math (A or AS Level),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Netherlands,netherlands,508,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: VWO (Voorbereidend Wetenschappelijk Onderwijs) Diploma. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,VWO Math (Pre-Calculus),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,New Zealand,new-zealand,507,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: National Certificate of Educational Achievement Level Three and University Entrance Standard. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Nigeria,nigeria,582,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,Graduation from a university-preparatory program at a senior secondary school: West African Senior School Certificate,,,Math (SSC),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Norway,norway,737,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Upper Secondary School Certificate – general studies (Vitnemal fra den Videregaende Skolen – allmenne fag). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Oman,oman,736,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Thanawiya Amma (Secondary School Leaving Certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Pakistan,pakistan,504,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: HSSC – Higher Secondary School Certificate. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Panama,panama,735,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Bachillerato. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Peru,peru,734,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Certificado de Educación Secundaria Común Completa. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Certificates must be in a sealed school envelope. Notarized copies are not acceptable. One full year of post-secondary studies in a recognized university: All certificates must be transmitted directly from the institution and must be official, bearing seal of institution and signature of authorizing university officer. Photocopies are acceptable if certified by authorizing officer. Notarized copies are not acceptable.",,,A full first-year university program that includes Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Philippines,philippines,501,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: High School Diploma. Candidates must graduate from an academic track of the revised K-12 education system. Student who have not graduated under the new requirements will be required to submit one full year of post-secondary studies at a recognized university. Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Poland,poland,733,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Świadectwo Dojrzałości Liceum Ogólnokształcącego or Matura Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Qatar,qatar,732,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Al-Thanawiya Aama Qatari (general secondary education certificate). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Senior- or Grade 12-level Pre-Calculus Math,,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Russia,russia,731,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Attestat o Srednem (Polnom) Obshchem Obrazovanii (Certificate of Secondary Complete General Education). Certificates must be official. Photocopies are acceptable if certified by school principal, head, or counsellor. Notarized copies are not acceptable.",,,Math (Grade 12),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Rwanda,rwanda,691,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Advanced General Certificate of Secondary Education (AGCSE) Standing in at least six academic subject areas, including English Prior to 2011, Diplôme de Fin d’Etudes Secondaires (End of Secondary Studies Diploma)",,,Math (AGCSE Level),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Saint Kitts and Nevis,saint-kitts-and-nevis,569,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Saint Lucia,saint-lucia,570,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
vancouver,food-and-resource-economics,countries,Saint Vincent and the Grenadines,saint-vincent-and-the-grenadines,571,True,Food and Resource Economics,English is the language of instruction at UBC. All prospective students must demonstrate English-language competency prior to admission. There are numerous ways to meet the English Language Admission Standard.,"Graduation from a university-preparatory program at a senior secondary school: Caribbean Secondary Education Certificate (CSEC) Caribbean Advanced Proficiency Examination Certificate (CAPE) Standing in at least six academic subjects, including English, with at least three academic CAPE subjects",,,Math (CAPE Unit 2),,,,The following subject categories are particularly relevant for this degree. Consider taking courses in these areas in your junior (Grade 11) and senior years. Language Arts Mathematics and Computation (will consider Chemistry and Physics in this category) Social Studies
